Date,Daily Average,Weekly Average
2022-09-18,12.5999583333333,24.1717419077381
2022-09-19,22.8367485416667,22.8447305327381
2022-09-20,20.9693015416667,22.2377408720238
2022-09-21,24.4364732708333,20.5618804821429
2022-09-22,34.27998,21.5424371488095
2022-09-23,30.7374388125,22.8957125029762
2022-09-24,18.0790878333333,23.4198554761905
2022-09-25,17.8673190833333,24.1723355833333
2022-09-26,15.0897735,23.0656248630952
2022-09-27,25.3330661666667,23.6890198095238
2022-09-28,29.5356343125,24.4174713869048
2022-09-29,23.2128806666667,22.8364571964286
2022-09-30,21.7678401666667,21.5550859613095
2022-10-01,12.8671898333333,20.8105291041667
2022-10-02,11.5813987708333,19.9125404880952
2022-10-03,24.59248125,21.2700701666667
2022-10-04,16.669715625,20.0324486607143
2022-10-05,15.3441041666667,18.0050872113095
2022-10-06,12.3970211041667,16.4599644166667
2022-10-07,18.4145003958333,15.9809158779762
2022-10-08,13.7737929583333,16.110430610119
2022-10-09,13.5785429375,16.3957369196429
2022-10-10,12.8514375208333,14.7184449583333
2022-10-11,19.4603761666667,15.11711075
2022-10-12,19.4684286875,15.7062999672619
2022-10-13,16.2740625,16.2601630238095
2022-10-14,17.09217725,16.0712597172619
2022-10-15,11.4726886041667,15.7425305238095
2022-10-16,13.3193333333333,15.7055005803571
2022-10-17,7.111625,14.8855273630952
2022-10-18,6.2611875,12.9999289821429
2022-10-19,3.89571016666667,10.7752549077381
2022-10-20,14.0460444375,10.4569666130952
2022-10-21,16.546889875,10.3790684166667
2022-10-22,6.2651675,9.63513683035714
2022-10-23,9.190163875,9.04525547916667
2022-10-24,4.57202166666667,8.68245500297619
2022-10-25,7.10568777083333,8.80309789880952
2022-10-26,4.278,8.85771073214286
2022-10-27,8.993077,8.13585824107143
2022-10-28,8.392932375,6.97100716964286
2022-10-29,9.55223941666666,7.44058887202381
2022-10-30,9.83928168,7.53331998702381
2022-10-31,10.3625797291667,8.36054256738095
2022-11-01,8.14795989583333,8.5094385852381
2022-11-02,6.38678183333334,8.81069313285714
2022-11-03,11.6745628541667,9.19376254059524
2022-11-04,10.7816102708333,9.53500224
2022-11-05,12.4121433333333,9.94355994238095
2022-11-06,15.1634166666667,10.7041506547619
2022-11-07,8.499,10.4379249791667
2022-11-08,9.61076195833333,10.646896702381
2022-11-09,6.12948527083334,10.6101400505952
2022-11-10,5.8092080625,9.77223222321429
